197.14071869504912,1264.7381077651082
198.53499755979507,1279.66256750915
200.10583751114646,1294.5870097655963
201.91528593169875,1309.4701829918672
204.06050672883052,1324.3120936022385
206.68696937191535,1339.084065703367
210.02049986274255,1353.706386484469
214.4352910842677,1368.0359978643164
220.54581789855843,1381.7230767517442
229.20609560706995,1393.9269575361282
240.89890102571715,1403.2287648114761
254.7567082709129,1408.8512339935442
269.49159981904455,1411.6069226503741
284.44117520563304,1412.6612040015377
299.4404813755965,1412.8001769304658
314.433704267365,1412.473940429601
329.42838782231104,1411.9429181097485
344.4238513378955,1411.3634484705365
359.40655725783995,1410.833020471925
374.3951421870493,1410.4123178292266
389.4026223497186,1410.1405325975547
404.3965485519395,1409.6946280161724
419.3734315674814,1409.0945847248786
434.3681945598017,1408.5412037941535
449.3599178928323,1408.0342725836392
464.3475147826346,1407.5727593990844
479.3498393724032,1407.1551136231292
494.34592353478865,1406.78095638793
509.33470091806976,1406.4492733604095
524.3350944850617,1406.1586972024186
539.3260998311482,1405.9086933312992
554.3266775943339,1405.6980095536012
569.3358220191395,1405.5258077397586
584.3325004885373,1405.391404480174
599.3357179772828,1405.2937099567282
614.3244311100804,1405.2319483802187
629.3377160364241,1405.2051207597506
644.3344850352826,1405.2124663622235
659.333782013261,1405.25309475293
674.3346092394872,1405.3261744894771
689.335968983089,1405.430874129471
704.3368635131944,1405.5663622305187
719.3362950989313,1405.7318073502265
734.3332660094275,1405.926378046201
749.326778513811,1406.149242876049
764.3158348812095,1406.3995703973765
779.3194648388736,1406.676916887701
794.3166245985801,1406.9801310997432
809.3063124225102,1407.3083782519866
824.3075220829594,1407.6613099203607
839.2992296725981,1408.0376662755652
854.3003969065111,1408.4371558164519
869.290018490717,1408.8584506990203
884.2870186530763,1409.3013119314767
899.2903313240035,1409.7649768291426
914.2789872051491,1410.248022060619
929.2718419873885,1410.7502774494842
944.2479585132027,1411.2702625882148
959.2459676625367,1411.8085715942527
974.2448928865488,1412.3637336376753
989.2238493172457,1412.9341859003162
1004.2212930732336,1413.5206301729677
1019.196580330068,1414.1207105228007
1034.1880365663285,1414.7351892658494
1048.9523544432843,1415.068529149861
1052.5429781761918,1400.4999996032948
1055.8824890500127,1385.8840866236364
1059.0299858307374,1371.213678813642
1062.036799019273,1356.5143068499283
1064.9565965484478,1341.800552852343
1067.842807024356,1327.0869339326862
1070.753013045668,1312.3659076723793
1073.738349122441,1297.6629532578747
1076.8521136009201,1282.9925471866504
1080.1476048273498,1268.3691659561841
1083.6836009842855,1253.7855726903608
1087.5088630863852,1239.278206272282
1092.7778374259926,1225.2539647571125
1098.4811304639134,1211.3765291887878
1104.364720728037,1197.5736768798035
1110.8879716435297,1184.0769365621625
1110.163015064342,1195.1374214964835
1106.1751198885506,1209.8458134703665
1102.1723215176248,1223.791347838257
1097.7115657395175,1238.990730486857
1093.6028507500087,1252.8637302348502
1089.5072451333183,1266.6724455417266
1085.2201024504461,1281.1885040192944
1080.749954595317,1296.491223009099
1076.440396455007,1311.5471187880853
1072.6833860163765,1325.1201338327523
1069.1548221007415,1338.6644367313324
1066.029221144619,1352.8854649833115
1064.157073915658,1367.8280268208434
1060.3826449408755,1382.3411799185963
1061.1687936215012,1396.334766365783
1075.8399283152821,1393.8848428881167
1090.8214216029965,1393.1964843555015
1105.7988028546852,1393.884890953944
1120.7099005452421,1395.5093240655983
1135.531489336961,1397.8471342828898
1150.2362264986496,1400.7705074560088
1164.8362270038867,1404.211719473654
1179.3176904134582,1408.132174614396
1193.6659154622293,1412.5178968261434
1207.8447848499286,1417.370428429292
1221.8637489534249,1422.7332416081695
1235.6433986154084,1428.6520958499643
1249.1240161835199,1435.2325931959303
1262.1564276117938,1442.6358000234814
1274.488552296461,1451.1763407560197
1285.409969636824,1461.4160733055533
1292.679908051296,1474.392363933566
1292.4298142041732,1463.8006818956346
1291.7126083109936,1448.835271471157
1291.060580975371,1433.8351776689665
1290.4682457788704,1418.8535481427264
1289.9260420545847,1403.8640596657851
1289.4251742803963,1388.8724741453316
1288.9561311005803,1373.8846224854885
1288.5082242848655,1358.891440848555
1288.0704762287837,1343.8994423857337
1287.630623776167,1328.9006239032994
1287.1759128164922,1313.9022212703183
1286.6926062136065,1298.9115666386165
